shirt,pants,shoes,style,shirt_subtype,pants_subtype,shoes_subtype,fit,temperature,occasion,outerwear,score
black,grey,black,casual,oxford,jeans,boots,relaxed,cold,party,long_coat,0
grey,black,white,casual,dress_shirt,jeans,sneakers,relaxed,mild,business,coat,0
navy,white,black,streetwear,henley,trousers,sneakers,regular,hot,party,jacket,-2
brown,grey,brown,old_money,oxford,trousers,boots,relaxed,mild,university,none,2
navy,black,black,minimal,polo,jeans,boots,relaxed,hot,business,jacket,-2
white,beige,black,old_money,henley,chinos,sandals,slim,mild,university,jacket,2
brown,beige,grey,formal,polo,trousers,sneakers,oversized,cold,date,coat,0
grey,navy,white,old_money,dress_shirt,shorts,boots,oversized,mild,university,long_coat,0
beige,white,brown,minimal,henley,jeans,sneakers,oversized,mild,university,none,0
white,beige,navy,casual,dress_shirt,chinos,sneakers,regular,cold,business,none,-2
white,beige,navy,casual,tee,jeans,sandals,slim,mild,party,coat,0
grey,navy,grey,streetwear,oxford,shorts,sandals,slim,mild,date,coat,0
brown,white,beige,formal,oxford,jeans,loafers,relaxed,mild,business,none,0
navy,black,black,old_money,dress_shirt,chinos,sandals,slim,cold,party,long_coat,0
white,black,navy,casual,henley,trousers,boots,oversized,mild,date,jacket,0
navy,grey,brown,formal,dress_shirt,trousers,sneakers,relaxed,cold,date,none,-2
navy,black,brown,old_money,henley,trousers,loafers,oversized,cold,date,jacket,2
grey,black,beige,old_money,polo,chinos,sandals,regular,cold,party,coat,0
black,grey,white,formal,dress_shirt,chinos,sneakers,regular,mild,business,none,0
beige,beige,navy,minimal,dress_shirt,trousers,sneakers,relaxed,mild,party,none,1
grey,grey,grey,formal,dress_shirt,chinos,sandals,relaxed,mild,date,none,1
grey,navy,white,minimal,henley,chinos,boots,slim,cold,business,long_coat,0
grey,navy,white,old_money,oxford,jeans,loafers,regular,hot,business,none,0
white,beige,brown,minimal,oxford,shorts,sandals,relaxed,hot,party,long_coat,-2
grey,brown,white,old_money,oxford,shorts,sandals,oversized,mild,business,jacket,0
navy,beige,black,formal,tee,chinos,loafers,relaxed,hot,party,jacket,-1
beige,navy,brown,old_money,polo,chinos,boots,regular,cold,business,none,0
white,brown,grey,old_money,dress_shirt,jeans,sandals,oversized,mild,university,jacket,0
black,navy,navy,old_money,oxford,trousers,sandals,slim,cold,business,long_coat,0
navy,beige,navy,casual,oxford,jeans,boots,slim,hot,university,coat,-2
brown,black,beige,casual,henley,chinos,boots,relaxed,cold,business,coat,0
beige,beige,black,old_money,oxford,shorts,sneakers,oversized,cold,business,none,1
brown,grey,white,minimal,tee,shorts,boots,oversized,mild,business,long_coat,0
brown,black,white,streetwear,dress_shirt,chinos,sneakers,oversized,mild,business,long_coat,0
navy,beige,beige,minimal,henley,jeans,loafers,oversized,hot,business,jacket,-2
brown,grey,black,formal,tee,shorts,boots,oversized,hot,university,coat,-2
black,grey,beige,casual,oxford,shorts,sneakers,oversized,mild,business,jacket,0
black,beige,grey,streetwear,polo,shorts,loafers,regular,cold,party,long_coat,0
beige,black,brown,casual,polo,jeans,boots,relaxed,cold,date,coat,0
brown,grey,black,old_money,tee,trousers,sneakers,relaxed,mild,party,long_coat,2
navy,white,black,streetwear,polo,trousers,sneakers,relaxed,mild,date,jacket,0
black,grey,white,casual,tee,chinos,sneakers,slim,cold,business,jacket,-1
brown,navy,brown,casual,polo,shorts,sandals,regular,mild,date,jacket,0
white,navy,beige,formal,oxford,jeans,sandals,oversized,mild,university,jacket,0
beige,black,brown,minimal,polo,shorts,sandals,slim,cold,party,jacket,-2
white,black,grey,formal,dress_shirt,shorts,sandals,relaxed,mild,party,long_coat,1
navy,grey,black,old_money,polo,shorts,sneakers,slim,cold,university,coat,2
black,beige,black,old_money,henley,chinos,sneakers,relaxed,cold,date,long_coat,2
white,black,white,casual,oxford,shorts,sneakers,oversized,mild,date,coat,0
brown,brown,beige,formal,tee,jeans,loafers,slim,cold,business,coat,1
beige,beige,white,streetwear,dress_shirt,chinos,sandals,slim,cold,date,long_coat,-1
navy,navy,grey,old_money,oxford,shorts,sandals,regular,cold,party,long_coat,-1
white,black,beige,casual,polo,shorts,boots,regular,hot,date,jacket,-2
beige,brown,grey,minimal,dress_shirt,trousers,loafers,regular,hot,date,jacket,-2
beige,beige,grey,minimal,henley,chinos,loafers,oversized,hot,party,coat,-1
black,white,black,formal,polo,jeans,loafers,relaxed,mild,party,coat,1
beige,black,black,old_money,oxford,chinos,sandals,regular,mild,party,jacket,2
white,beige,beige,formal,polo,shorts,sandals,slim,mild,university,long_coat,0
black,white,brown,minimal,dress_shirt,chinos,boots,regular,mild,business,jacket,0
black,black,beige,streetwear,henley,chinos,sneakers,oversized,hot,date,jacket,-1
white,grey,white,casual,henley,chinos,loafers,regular,hot,university,jacket,-2
navy,beige,white,minimal,henley,trousers,boots,oversized,cold,date,jacket,0
white,brown,white,formal,tee,jeans,sneakers,regular,mild,university,jacket,0
brown,navy,beige,old_money,oxford,shorts,loafers,slim,hot,party,long_coat,0
navy,navy,black,casual,dress_shirt,chinos,boots,slim,cold,business,jacket,1
white,black,brown,formal,dress_shirt,shorts,boots,slim,mild,university,jacket,0
navy,grey,beige,casual,tee,jeans,sandals,regular,mild,party,none,0
brown,black,black,old_money,oxford,trousers,sandals,relaxed,mild,business,none,2
white,brown,brown,casual,tee,chinos,sneakers,slim,cold,party,none,-2
navy,beige,beige,streetwear,oxford,shorts,loafers,oversized,cold,business,jacket,0
beige,navy,white,casual,dress_shirt,shorts,sandals,oversized,hot,university,coat,-2
brown,black,white,streetwear,henley,shorts,sneakers,oversized,cold,business,coat,0
beige,brown,black,formal,tee,shorts,sandals,regular,hot,university,jacket,-2
navy,grey,brown,minimal,dress_shirt,jeans,sneakers,relaxed,mild,university,coat,0
white,brown,grey,formal,henley,chinos,sandals,regular,cold,party,coat,-1
beige,brown,navy,minimal,dress_shirt,shorts,loafers,oversized,cold,university,coat,0
grey,navy,brown,formal,polo,shorts,boots,oversized,mild,date,jacket,0
brown,grey,black,streetwear,polo,chinos,sneakers,slim,hot,business,none,0
beige,beige,beige,casual,polo,shorts,boots,regular,cold,date,coat,1
black,grey,grey,casual,henley,trousers,loafers,oversized,hot,party,long_coat,-2
black,beige,brown,casual,dress_shirt,chinos,sandals,slim,cold,university,long_coat,-2
black,white,navy,minimal,oxford,shorts,sandals,relaxed,hot,business,coat,-2
black,beige,brown,minimal,tee,chinos,sandals,slim,cold,business,long_coat,-2
beige,navy,grey,old_money,oxford,chinos,boots,oversized,mild,university,coat,0
grey,beige,beige,casual,polo,trousers,boots,slim,hot,business,long_coat,-2
beige,black,beige,casual,henley,trousers,boots,regular,mild,party,none,0
white,brown,white,formal,henley,jeans,sandals,relaxed,mild,date,long_coat,0
black,navy,beige,old_money,polo,trousers,boots,oversized,hot,date,long_coat,0
black,brown,brown,old_money,henley,jeans,sneakers,regular,mild,party,coat,2
black,black,navy,streetwear,tee,chinos,boots,relaxed,cold,business,jacket,1
brown,grey,beige,formal,oxford,shorts,loafers,regular,mild,date,jacket,0
navy,beige,grey,casual,dress_shirt,jeans,boots,oversized,mild,party,long_coat,0
white,grey,white,minimal,henley,shorts,loafers,slim,cold,business,jacket,0
navy,brown,navy,streetwear,henley,chinos,sandals,slim,cold,date,coat,-2
brown,black,grey,old_money,oxford,shorts,sandals,slim,cold,party,coat,-2
black,brown,navy,formal,tee,shorts,loafers,regular,mild,university,long_coat,1
brown,grey,brown,casual,tee,trousers,loafers,regular,cold,business,none,-3
grey,grey,navy,casual,tee,shorts,sandals,relaxed,hot,university,jacket,-1
white,white,beige,minimal,dress_shirt,shorts,sneakers,oversized,mild,business,long_coat,1
black,black,navy,casual,tee,trousers,sneakers,oversized,hot,date,none,1
beige,grey,white,old_money,henley,trousers,loafers,relaxed,mild,date,coat,0
white,brown,navy,streetwear,tee,shorts,sneakers,regular,hot,party,coat,-2
navy,beige,white,streetwear,polo,chinos,sneakers,slim,hot,date,jacket,-2
brown,brown,grey,formal,henley,shorts,boots,relaxed,cold,business,none,-1
white,grey,brown,minimal,dress_shirt,shorts,sandals,slim,mild,party,long_coat,0
grey,beige,white,formal,dress_shirt,chinos,loafers,oversized,cold,business,coat,0
brown,white,black,casual,henley,jeans,sandals,slim,hot,date,long_coat,-2
grey,grey,brown,formal,polo,jeans,sandals,slim,cold,party,coat,0
beige,brown,grey,old_money,polo,trousers,sandals,slim,cold,university,none,-4
brown,white,black,casual,oxford,jeans,sneakers,slim,hot,date,coat,-2
beige,brown,brown,old_money,oxford,trousers,loafers,slim,mild,date,coat,2
brown,beige,black,casual,tee,shorts,sneakers,regular,mild,party,long_coat,0
grey,grey,black,streetwear,oxford,jeans,sneakers,regular,mild,date,long_coat,1
beige,navy,navy,minimal,henley,shorts,sneakers,oversized,hot,business,none,0
white,brown,grey,minimal,oxford,jeans,loafers,relaxed,hot,university,coat,-2
grey,grey,brown,formal,dress_shirt,chinos,sneakers,relaxed,cold,university,none,-1
black,white,grey,casual,henley,shorts,boots,regular,hot,business,none,0
grey,grey,beige,streetwear,tee,jeans,sneakers,slim,mild,date,none,1
navy,grey,grey,formal,oxford,shorts,loafers,slim,cold,date,long_coat,0
navy,white,navy,streetwear,polo,shorts,sandals,slim,mild,business,coat,0
black,brown,navy,minimal,dress_shirt,jeans,boots,slim,cold,party,long_coat,0
navy,beige,black,streetwear,tee,chinos,boots,slim,cold,date,coat,0
beige,white,navy,minimal,oxford,shorts,boots,oversized,mild,business,jacket,0
black,black,white,casual,henley,chinos,loafers,oversized,cold,university,coat,1
grey,grey,navy,casual,henley,shorts,boots,oversized,cold,university,none,-1
beige,beige,white,old_money,henley,trousers,loafers,slim,cold,party,jacket,1
beige,brown,grey,minimal,henley,jeans,loafers,regular,cold,business,jacket,0
grey,white,beige,old_money,oxford,jeans,loafers,slim,cold,university,none,0
grey,brown,navy,streetwear,oxford,chinos,loafers,oversized,mild,date,none,0
beige,navy,beige,streetwear,oxford,shorts,loafers,relaxed,cold,university,coat,0
black,grey,grey,old_money,polo,trousers,sneakers,relaxed,mild,business,none,0
white,grey,beige,streetwear,polo,shorts,boots,slim,hot,date,jacket,-2
white,navy,white,old_money,tee,shorts,boots,regular,mild,business,long_coat,0
brown,beige,black,minimal,oxford,trousers,sneakers,regular,cold,date,none,-2
beige,white,white,streetwear,polo,chinos,sneakers,oversized,mild,party,coat,0
grey,black,grey,casual,henley,chinos,loafers,regular,mild,university,jacket,0
black,black,brown,casual,polo,chinos,boots,regular,hot,date,long_coat,-1
beige,grey,black,formal,polo,jeans,sandals,oversized,cold,university,long_coat,-2
grey,white,beige,streetwear,polo,jeans,sandals,regular,cold,university,long_coat,-2
white,grey,white,streetwear,dress_shirt,jeans,sandals,slim,mild,university,coat,0
grey,grey,beige,casual,oxford,chinos,sneakers,relaxed,cold,party,coat,1
black,navy,black,streetwear,dress_shirt,chinos,boots,regular,hot,party,long_coat,-2
black,beige,black,formal,tee,trousers,boots,relaxed,cold,party,coat,1
grey,black,white,old_money,polo,chinos,boots,slim,cold,university,coat,0
navy,grey,white,formal,dress_shirt,chinos,sandals,regular,hot,party,long_coat,-1
black,beige,navy,minimal,henley,jeans,boots,slim,hot,business,none,0
navy,beige,navy,old_money,tee,jeans,boots,regular,mild,party,long_coat,2
navy,black,brown,formal,polo,jeans,sandals,slim,cold,party,none,-3
beige,beige,beige,casual,polo,trousers,sandals,slim,mild,business,long_coat,1
beige,navy,navy,casual,oxford,jeans,sneakers,relaxed,mild,date,coat,0
black,navy,black,streetwear,oxford,chinos,sneakers,regular,cold,party,coat,0
beige,navy,brown,old_money,henley,chinos,sneakers,oversized,hot,business,none,2
navy,brown,brown,minimal,dress_shirt,trousers,sandals,relaxed,cold,date,jacket,-2
beige,beige,brown,casual,polo,jeans,sandals,regular,hot,party,coat,-1
grey,black,navy,minimal,dress_shirt,shorts,sneakers,oversized,cold,date,long_coat,0
brown,brown,black,minimal,tee,shorts,sneakers,slim,hot,date,coat,-1
brown,white,navy,old_money,dress_shirt,jeans,sandals,slim,hot,business,jacket,0
white,brown,white,casual,polo,chinos,sneakers,oversized,mild,date,none,0
brown,black,grey,formal,oxford,trousers,loafers,slim,cold,date,coat,0
white,black,navy,formal,oxford,shorts,boots,oversized,cold,business,jacket,1
beige,grey,beige,formal,oxford,jeans,boots,regular,cold,business,jacket,0
navy,beige,brown,formal,tee,trousers,loafers,oversized,mild,business,long_coat,0
white,black,grey,formal,dress_shirt,shorts,sandals,relaxed,cold,business,long_coat,-2
beige,brown,black,formal,dress_shirt,jeans,sneakers,oversized,cold,date,coat,0
black,brown,brown,streetwear,tee,chinos,loafers,oversized,mild,business,none,0
navy,black,beige,minimal,dress_shirt,shorts,boots,slim,cold,business,jacket,0
beige,white,brown,streetwear,tee,shorts,sneakers,slim,hot,party,none,0
navy,grey,white,casual,henley,jeans,boots,regular,hot,date,none,0
grey,black,beige,formal,polo,jeans,boots,regular,hot,university,coat,-2
navy,grey,black,casual,tee,chinos,loafers,regular,cold,party,long_coat,0
black,black,navy,casual,polo,chinos,boots,regular,mild,party,jacket,1
beige,black,brown,minimal,tee,shorts,loafers,oversized,mild,business,none,0
black,grey,brown,streetwear,oxford,trousers,sandals,relaxed,hot,business,jacket,-2
black,grey,grey,minimal,polo,chinos,sandals,regular,cold,university,coat,-2
grey,beige,brown,minimal,dress_shirt,shorts,sandals,regular,hot,party,coat,-2
navy,beige,beige,minimal,polo,trousers,boots,regular,hot,party,none,0
black,navy,navy,formal,henley,jeans,boots,relaxed,mild,university,long_coat,1
grey,navy,black,old_money,henley,chinos,sneakers,oversized,mild,business,jacket,2
grey,beige,grey,old_money,dress_shirt,shorts,loafers,slim,hot,business,none,0
black,brown,black,old_money,dress_shirt,chinos,sneakers,slim,mild,university,none,2
black,grey,beige,casual,dress_shirt,trousers,sneakers,oversized,hot,business,none,0
black,navy,grey,formal,dress_shirt,chinos,loafers,oversized,mild,date,jacket,0
black,beige,brown,casual,tee,shorts,sneakers,regular,hot,business,coat,-3
grey,black,black,formal,dress_shirt,trousers,loafers,slim,hot,date,jacket,-2
navy,white,beige,old_money,oxford,shorts,sneakers,relaxed,cold,date,jacket,2
black,brown,grey,formal,dress_shirt,chinos,sneakers,regular,cold,party,coat,1
grey,navy,navy,minimal,polo,jeans,loafers,regular,mild,date,long_coat,0
brown,navy,grey,casual,tee,jeans,sneakers,oversized,hot,business,none,-1
brown,navy,beige,casual,henley,trousers,loafers,relaxed,cold,business,coat,0
beige,grey,navy,streetwear,oxford,trousers,sneakers,oversized,hot,business,none,0
white,grey,navy,minimal,henley,shorts,sandals,relaxed,mild,business,long_coat,0
grey,brown,navy,old_money,henley,trousers,sandals,relaxed,hot,party,jacket,0
beige,navy,navy,minimal,polo,chinos,boots,relaxed,hot,date,coat,-2
black,black,beige,casual,polo,trousers,loafers,regular,hot,university,long_coat,-1
brown,grey,black,old_money,dress_shirt,trousers,boots,oversized,cold,date,coat,2
brown,beige,black,minimal,dress_shirt,jeans,sandals,oversized,mild,business,long_coat,0
grey,navy,beige,old_money,henley,shorts,sneakers,relaxed,cold,party,none,0
white,white,brown,old_money,dress_shirt,shorts,sneakers,slim,cold,party,coat,3
navy,beige,navy,formal,oxford,shorts,loafers,relaxed,cold,date,long_coat,1
navy,beige,navy,minimal,henley,trousers,sneakers,regular,mild,university,jacket,0
grey,black,brown,minimal,oxford,chinos,boots,relaxed,cold,party,none,-2
brown,navy,white,casual,tee,trousers,boots,relaxed,cold,date,jacket,0
black,white,brown,minimal,henley,chinos,loafers,relaxed,mild,party,coat,0
brown,beige,black,minimal,tee,trousers,loafers,slim,mild,business,none,0
navy,beige,brown,casual,dress_shirt,chinos,boots,oversized,mild,university,jacket,0
grey,beige,navy,formal,tee,shorts,boots,relaxed,mild,university,none,1
grey,beige,white,formal,tee,chinos,sandals,slim,hot,party,coat,-1
beige,grey,white,streetwear,oxford,shorts,loafers,regular,mild,business,long_coat,0
navy,brown,black,streetwear,polo,jeans,boots,regular,cold,university,long_coat,0
brown,beige,black,streetwear,dress_shirt,chinos,loafers,relaxed,hot,party,coat,-2
grey,beige,beige,streetwear,dress_shirt,trousers,sneakers,relaxed,hot,date,none,0
grey,black,beige,streetwear,dress_shirt,jeans,boots,slim,hot,party,coat,-2
brown,navy,grey,formal,henley,shorts,boots,regular,cold,date,long_coat,0
beige,white,brown,minimal,henley,chinos,sandals,oversized,cold,date,coat,-2
grey,grey,brown,casual,henley,chinos,sneakers,regular,mild,party,coat,1
white,grey,beige,minimal,henley,jeans,sneakers,slim,mild,party,coat,0
grey,navy,beige,streetwear,henley,chinos,boots,slim,cold,date,coat,0
navy,navy,brown,streetwear,henley,trousers,sneakers,slim,mild,university,long_coat,1
beige,navy,black,formal,oxford,jeans,boots,slim,cold,party,coat,1
white,beige,black,streetwear,oxford,shorts,sandals,oversized,cold,business,jacket,-2
brown,navy,brown,old_money,tee,jeans,sandals,oversized,hot,party,long_coat,0
white,white,navy,streetwear,henley,jeans,sneakers,regular,cold,party,none,-1
navy,grey,brown,formal,oxford,chinos,sneakers,oversized,hot,party,jacket,-1
beige,beige,brown,minimal,henley,trousers,sandals,relaxed,hot,business,jacket,-1
white,white,black,casual,polo,trousers,sandals,relaxed,mild,date,long_coat,1
grey,white,black,minimal,dress_shirt,chinos,loafers,oversized,hot,business,coat,-2
white,navy,black,minimal,polo,trousers,sneakers,relaxed,hot,party,long_coat,-2
white,grey,black,streetwear,tee,chinos,sneakers,relaxed,hot,business,none,0
beige,grey,black,formal,oxford,jeans,boots,relaxed,hot,party,none,1
beige,white,black,streetwear,dress_shirt,shorts,boots,slim,hot,date,coat,-2
brown,beige,white,minimal,henley,trousers,boots,slim,hot,university,coat,-2
white,black,navy,old_money,oxford,trousers,boots,oversized,mild,party,jacket,2
black,brown,navy,old_money,dress_shirt,trousers,boots,relaxed,mild,date,jacket,2
black,navy,brown,formal,henley,trousers,sandals,oversized,hot,party,coat,-1
black,grey,grey,old_money,dress_shirt,shorts,boots,oversized,hot,university,none,0
beige,navy,beige,streetwear,henley,chinos,boots,relaxed,cold,business,jacket,0
white,black,black,formal,polo,trousers,loafers,oversized,hot,university,coat,-2
white,grey,grey,formal,polo,jeans,boots,regular,cold,business,coat,0
brown,black,brown,minimal,polo,trousers,sneakers,oversized,mild,business,coat,0
brown,grey,black,formal,dress_shirt,shorts,sneakers,slim,cold,university,none,-2
grey,grey,brown,formal,dress_shirt,chinos,loafers,relaxed,hot,party,long_coat,0
brown,navy,grey,streetwear,oxford,chinos,sandals,relaxed,hot,party,jacket,-2
beige,white,white,streetwear,dress_shirt,chinos,sandals,relaxed,hot,party,none,0
white,brown,white,minimal,dress_shirt,shorts,sandals,relaxed,hot,party,jacket,-2
grey,beige,grey,streetwear,henley,chinos,sandals,relaxed,hot,university,none,0
beige,white,grey,minimal,henley,chinos,loafers,regular,mild,date,none,0
beige,black,brown,minimal,oxford,shorts,sandals,relaxed,mild,university,jacket,0
beige,white,black,old_money,henley,trousers,sandals,relaxed,cold,university,coat,0
white,black,black,streetwear,henley,jeans,boots,slim,hot,date,none,0
navy,beige,black,minimal,henley,shorts,sneakers,oversized,mild,university,jacket,0
grey,grey,grey,formal,polo,trousers,loafers,oversized,cold,party,jacket,2
beige,white,brown,casual,dress_shirt,trousers,loafers,oversized,cold,party,coat,0
black,black,grey,formal,dress_shirt,shorts,sneakers,relaxed,mild,university,long_coat,1
brown,navy,navy,streetwear,dress_shirt,jeans,sneakers,relaxed,hot,university,long_coat,-2
beige,black,black,old_money,henley,trousers,boots,slim,cold,date,long_coat,2
brown,brown,beige,formal,tee,chinos,loafers,oversized,cold,party,jacket,2
white,brown,beige,old_money,henley,trousers,sandals,regular,cold,date,none,-2
beige,grey,beige,formal,dress_shirt,trousers,sandals,relaxed,hot,business,long_coat,-2
brown,beige,white,casual,dress_shirt,shorts,boots,relaxed,hot,business,jacket,-2
grey,navy,beige,minimal,henley,shorts,sandals,regular,cold,date,none,-4
brown,beige,grey,formal,oxford,shorts,loafers,slim,mild,date,jacket,0
beige,beige,grey,casual,tee,trousers,sandals,oversized,cold,date,long_coat,-1
navy,black,beige,old_money,oxford,jeans,loafers,relaxed,hot,date,coat,0
white,beige,grey,formal,polo,shorts,sneakers,relaxed,cold,date,jacket,0
white,navy,black,minimal,tee,trousers,sandals,slim,hot,business,jacket,-2
navy,black,white,streetwear,henley,trousers,sneakers,regular,hot,university,long_coat,-2
white,white,beige,formal,henley,chinos,sandals,regular,mild,party,none,2
white,beige,navy,streetwear,oxford,shorts,boots,slim,hot,date,jacket,-2
navy,brown,grey,formal,dress_shirt,chinos,sneakers,slim,hot,business,long_coat,-2
black,grey,navy,old_money,polo,chinos,sneakers,slim,mild,university,long_coat,2
white,grey,brown,streetwear,dress_shirt,jeans,boots,slim,cold,business,none,-2
brown,black,black,formal,tee,chinos,sandals,slim,cold,party,jacket,-1
grey,navy,black,streetwear,polo,chinos,sandals,oversized,cold,business,long_coat,-2
brown,white,beige,streetwear,oxford,shorts,boots,slim,mild,university,coat,0
grey,navy,navy,minimal,dress_shirt,shorts,boots,oversized,hot,business,none,0
beige,beige,grey,formal,oxford,shorts,loafers,slim,hot,business,jacket,-1
grey,grey,grey,streetwear,polo,shorts,boots,oversized,cold,party,coat,1
brown,white,navy,formal,polo,trousers,boots,regular,hot,party,coat,0
beige,black,navy,old_money,oxford,jeans,sneakers,slim,mild,date,coat,2
brown,navy,black,casual,polo,jeans,loafers,oversized,cold,business,jacket,0
brown,brown,brown,casual,dress_shirt,chinos,loafers,regular,cold,university,coat,1
brown,beige,grey,formal,polo,shorts,loafers,relaxed,cold,party,none,-1
beige,navy,navy,formal,polo,trousers,sandals,oversized,hot,business,none,1
brown,black,brown,old_money,oxford,jeans,loafers,oversized,hot,party,none,2
white,black,white,casual,oxford,chinos,boots,oversized,mild,business,coat,0
beige,brown,beige,casual,dress_shirt,trousers,sneakers,regular,mild,date,none,0
grey,black,navy,casual,dress_shirt,shorts,sneakers,relaxed,cold,university,jacket,0
grey,black,white,old_money,polo,trousers,sandals,slim,hot,university,none,0
beige,beige,white,formal,polo,jeans,sneakers,slim,hot,party,long_coat,0
white,black,white,formal,oxford,jeans,loafers,regular,hot,university,long_coat,-2
white,brown,beige,minimal,henley,shorts,loafers,oversized,cold,party,none,-2
brown,brown,brown,casual,oxford,chinos,loafers,oversized,hot,party,jacket,-1
brown,grey,brown,formal,polo,chinos,sneakers,regular,hot,date,long_coat,-2
white,black,navy,formal,polo,trousers,sneakers,slim,mild,date,long_coat,1
navy,beige,brown,casual,henley,trousers,boots,relaxed,hot,date,jacket,-2
black,white,beige,streetwear,polo,chinos,sandals,slim,mild,business,coat,0
brown,beige,grey,casual,tee,jeans,sneakers,slim,hot,university,jacket,-2
beige,black,black,streetwear,henley,trousers,sandals,oversized,cold,party,long_coat,-2
beige,beige,navy,streetwear,oxford,shorts,sandals,relaxed,cold,party,long_coat,-1
black,navy,brown,streetwear,henley,chinos,sneakers,oversized,hot,university,long_coat,-2
grey,beige,beige,streetwear,oxford,trousers,sandals,relaxed,cold,university,long_coat,-2
white,beige,beige,formal,henley,trousers,boots,slim,mild,business,long_coat,0
navy,grey,beige,casual,henley,chinos,loafers,oversized,mild,university,coat,0
beige,white,black,old_money,tee,jeans,boots,relaxed,cold,date,coat,2
black,beige,grey,old_money,dress_shirt,shorts,boots,relaxed,cold,date,long_coat,0
grey,grey,beige,minimal,polo,trousers,sandals,oversized,hot,party,jacket,-1
black,black,grey,minimal,tee,trousers,loafers,slim,cold,university,jacket,1
white,brown,beige,formal,tee,jeans,sandals,slim,cold,university,none,-4
grey,grey,beige,old_money,henley,chinos,boots,slim,mild,business,none,3
black,beige,brown,old_money,oxford,shorts,sandals,oversized,cold,university,none,-2
beige,grey,beige,casual,polo,chinos,sneakers,regular,hot,university,long_coat,-2
grey,black,grey,old_money,dress_shirt,chinos,sandals,relaxed,hot,business,none,0
brown,brown,black,streetwear,dress_shirt,jeans,boots,relaxed,cold,party,long_coat,1
white,beige,navy,streetwear,henley,chinos,sneakers,slim,cold,business,none,-2
black,black,navy,minimal,oxford,jeans,loafers,regular,cold,business,none,-1
white,grey,white,streetwear,henley,jeans,boots,slim,cold,party,long_coat,0
beige,grey,brown,formal,henley,shorts,loafers,slim,cold,party,none,-1
brown,brown,navy,minimal,tee,chinos,sneakers,oversized,hot,business,jacket,-1
black,grey,black,streetwear,tee,chinos,sandals,relaxed,cold,date,jacket,-2
black,grey,brown,formal,dress_shirt,trousers,sandals,regular,cold,party,coat,-1
beige,beige,brown,formal,tee,trousers,boots,regular,mild,university,long_coat,1
white,brown,grey,formal,tee,jeans,boots,oversized,hot,party,long_coat,-1
black,black,brown,casual,dress_shirt,trousers,sneakers,regular,mild,date,long_coat,1
white,black,black,minimal,oxford,shorts,loafers,oversized,hot,date,none,0
brown,white,white,old_money,dress_shirt,jeans,boots,relaxed,hot,university,jacket,-2
beige,brown,black,casual,dress_shirt,chinos,loafers,regular,hot,business,jacket,-2
beige,white,black,old_money,oxford,jeans,boots,slim,cold,party,long_coat,2
white,grey,grey,casual,tee,jeans,loafers,slim,hot,party,long_coat,-2
beige,navy,beige,old_money,dress_shirt,trousers,sandals,regular,hot,date,long_coat,0
white,brown,black,minimal,polo,jeans,loafers,regular,hot,business,coat,-2
beige,brown,beige,old_money,dress_shirt,shorts,sneakers,regular,hot,business,long_coat,0
white,brown,beige,casual,polo,shorts,sandals,relaxed,cold,university,long_coat,-2
navy,brown,brown,formal,tee,trousers,sneakers,relaxed,hot,university,jacket,-2
white,white,white,streetwear,oxford,trousers,sneakers,oversized,cold,date,long_coat,1
white,white,navy,minimal,dress_shirt,jeans,sneakers,regular,cold,business,coat,1
grey,black,navy,streetwear,oxford,shorts,sneakers,slim,cold,university,jacket,0
brown,black,black,old_money,henley,jeans,sneakers,regular,mild,business,none,2
navy,black,grey,minimal,oxford,chinos,sandals,oversized,cold,university,jacket,-2
navy,navy,grey,casual,oxford,trousers,loafers,regular,mild,party,jacket,1
black,beige,white,old_money,polo,chinos,boots,relaxed,hot,business,jacket,-2
beige,beige,black,casual,polo,shorts,sneakers,oversized,mild,date,coat,1
navy,black,black,formal,polo,jeans,sandals,oversized,cold,date,coat,-2
black,brown,navy,minimal,tee,chinos,loafers,oversized,mild,university,jacket,0
black,navy,beige,minimal,tee,chinos,boots,slim,hot,party,none,0
navy,grey,black,minimal,dress_shirt,chinos,boots,regular,cold,business,jacket,0
navy,black,brown,minimal,polo,trousers,sandals,relaxed,cold,business,long_coat,-2
black,black,grey,formal,henley,jeans,loafers,relaxed,mild,party,none,2
white,beige,navy,streetwear,polo,trousers,boots,slim,cold,date,none,-2
black,brown,black,casual,tee,shorts,sneakers,regular,cold,business,jacket,-1
white,black,grey,streetwear,oxford,trousers,sneakers,relaxed,hot,business,none,0
navy,grey,brown,old_money,oxford,shorts,sneakers,relaxed,hot,party,jacket,0
grey,white,navy,formal,henley,jeans,sneakers,regular,hot,university,jacket,-1
grey,navy,white,casual,polo,jeans,loafers,relaxed,cold,university,coat,0
brown,grey,black,casual,polo,jeans,boots,slim,hot,date,long_coat,-2
grey,brown,black,old_money,dress_shirt,chinos,sandals,slim,mild,date,none,2
navy,beige,grey,old_money,tee,trousers,loafers,oversized,hot,business,jacket,-2
white,beige,navy,old_money,tee,trousers,loafers,oversized,cold,university,long_coat,2
beige,brown,black,formal,tee,jeans,sandals,relaxed,cold,university,none,-4
beige,brown,beige,casual,polo,jeans,sandals,relaxed,hot,party,jacket,-2
white,beige,white,old_money,oxford,trousers,loafers,oversized,hot,date,none,0
beige,brown,beige,formal,henley,jeans,loafers,oversized,cold,university,none,-2
brown,brown,navy,formal,polo,chinos,boots,oversized,cold,university,none,0
