shirt,pants,shoes,style,shirt_subtype,pants_subtype,shoes_subtype,fit,temperature,occasion,outerwear,score
red,grey,gold,smart_casual,hoodie,jeans,chelsea_boots,slim,warm,lounge,windbreaker,0.5
gold,yellow,olive,old_money,oxford,chinos,chelsea_boots,relaxed,freezing,gym,suit_jacket,0.0
beige,green,olive,old_money,graphic_tee,cargos,running_shoes,oversized,cold,lounge,gilet,0.25
silver,cream,red,vintage,sweater,track_pants,derbies,skinny,mild,travel,parka,0.5
white,olive,white,minimal,hoodie,swim_shorts,boots,cropped,warm,business,suit_jacket,0.0
charcoal,red,burgundy,streetwear,tee,swim_shorts,running_shoes,slim,mild,date,overcoat,0.5
yellow,silver,green,casual,oxford,jeans,slides,relaxed,mild,university,blazer,0.5
red,yellow,red,old_money,tee,trousers,sandals,relaxed,mild,university,peacoat,0.44000000000000006
yellow,black,red,athleisure,cardigan,pleated_trousers,loafers,regular,cold,business,denim_jacket,0.5
blue,gold,white,smart_casual,long_sleeve,sweatpants,chelsea_boots,cropped,cold,party,puffer,0.5
red,olive,navy,streetwear,flannel,cargos,boots,cropped,freezing,lounge,trench,0.5
blue,blue,white,minimal,sweater,swim_shorts,chunky_sneakers,skinny,warm,date,suit_jacket,0.5
blue,navy,brown,smart_casual,polo,sweatpants,boots,slim,mild,travel,puffer,0.5
silver,blue,silver,vintage,turtleneck,track_pants,chunky_sneakers,regular,warm,travel,trench,0.55
white,burgundy,charcoal,casual,cardigan,jeans,boots,oversized,mild,lounge,blazer,0.5
cream,red,silver,vintage,sweatshirt,shorts,slides,relaxed,hot,travel,blazer,0.25
olive,navy,blue,gorpcore,henley,track_pants,slides,relaxed,freezing,party,leather_jacket,0.5
gold,beige,burgundy,streetwear,overshirt,pleated_trousers,running_shoes,slim,mild,lounge,gilet,0.5
navy,green,white,old_money,sweater,joggers,sandals,oversized,hot,party,suit_jacket,0.25
burgundy,yellow,yellow,formal,polo,chinos,sneakers,relaxed,mild,date,varsity_jacket,0.5
yellow,gold,silver,formal,overshirt,joggers,slides,slim,cold,club,leather_jacket,0.0
olive,green,silver,athleisure,sweatshirt,jeans,chunky_sneakers,slim,cold,date,suit_jacket,0.35
burgundy,blue,beige,athleisure,sweater,shorts,chelsea_boots,skinny,hot,gym,bomber,0.0
green,silver,white,formal,dress_shirt,jeans,running_shoes,relaxed,warm,party,gilet,0.0
red,burgundy,charcoal,minimal,henley,trousers,chunky_sneakers,relaxed,warm,gym,gilet,0.1
navy,green,burgundy,athleisure,cardigan,track_pants,sandals,cropped,warm,club,suit_jacket,0.5
white,yellow,grey,smart_casual,oxford,joggers,boots,cropped,cold,lounge,overcoat,0.5
gold,beige,cream,streetwear,henley,jeans,running_shoes,slim,mild,party,varsity_jacket,0.5
grey,yellow,green,formal,long_sleeve,cargos,loafers,regular,freezing,party,blazer,0.0
beige,blue,olive,vintage,dress_shirt,cargos,derbies,cropped,mild,business,varsity_jacket,0.0
beige,olive,grey,gorpcore,graphic_tee,carpenter_pants,chelsea_boots,skinny,freezing,university,leather_jacket,0.6
charcoal,yellow,navy,casual,long_sleeve,chinos,chelsea_boots,regular,mild,party,windbreaker,0.5
navy,silver,navy,smart_casual,polo,pleated_trousers,derbies,slim,hot,university,windbreaker,0.275
cream,yellow,white,minimal,hoodie,track_pants,chunky_sneakers,regular,warm,university,suit_jacket,0.5
green,brown,blue,athleisure,sweater,chinos,sandals,cropped,hot,university,puffer,0.25
green,brown,blue,formal,graphic_tee,carpenter_pants,running_shoes,cropped,cold,date,puffer,0.0
blue,navy,burgundy,casual,sweater,jeans,sneakers,cropped,cold,date,denim_jacket,0.5
brown,black,green,streetwear,cardigan,trousers,sneakers,relaxed,warm,university,puffer,0.5
charcoal,silver,gold,gorpcore,hoodie,swim_shorts,sneakers,slim,mild,club,windbreaker,0.6
brown,blue,navy,casual,sweater,pleated_trousers,slides,slim,warm,party,puffer,0.5
grey,olive,black,athleisure,dress_shirt,swim_shorts,boots,oversized,warm,university,puffer,0.5
blue,blue,white,smart_casual,henley,jeans,loafers,relaxed,hot,travel,blazer,0.25
beige,cream,white,athleisure,hoodie,chinos,chunky_sneakers,slim,freezing,lounge,varsity_jacket,0.5
gold,charcoal,white,gorpcore,dress_shirt,chinos,derbies,skinny,hot,party,parka,0.04999999999999999
navy,brown,brown,minimal,sweater,sweatpants,chelsea_boots,skinny,freezing,party,suit_jacket,0.5
brown,olive,black,casual,overshirt,carpenter_pants,loafers,skinny,freezing,travel,blazer,0.5
blue,navy,navy,old_money,flannel,sweatpants,sneakers,skinny,mild,university,peacoat,0.15
blue,green,beige,streetwear,sweatshirt,jeans,derbies,slim,hot,date,leather_jacket,0.25
brown,cream,olive,formal,sweater,track_pants,sneakers,regular,mild,date,trench,0.5
silver,brown,yellow,vintage,cardigan,cargos,chelsea_boots,relaxed,warm,date,peacoat,0.5
burgundy,silver,black,smart_casual,flannel,trousers,running_shoes,relaxed,warm,party,peacoat,0.5
beige,yellow,silver,casual,turtleneck,chinos,chelsea_boots,skinny,cold,lounge,leather_jacket,0.5
olive,white,navy,casual,flannel,shorts,sandals,oversized,hot,club,gilet,0.5
beige,brown,silver,casual,long_sleeve,shorts,sneakers,cropped,warm,business,peacoat,0.0
burgundy,red,olive,casual,henley,swim_shorts,boots,skinny,hot,business,suit_jacket,0.0
yellow,gold,olive,minimal,overshirt,cargos,sneakers,slim,cold,date,suit_jacket,0.5
burgundy,olive,grey,formal,hoodie,jeans,sandals,relaxed,warm,gym,none,0.0
silver,red,blue,casual,polo,shorts,sneakers,cropped,warm,club,trench,0.5
green,green,green,streetwear,hoodie,pleated_trousers,chunky_sneakers,relaxed,warm,university,puffer,0.55
charcoal,silver,white,gorpcore,flannel,trousers,chelsea_boots,relaxed,hot,travel,blazer,0.25
white,olive,green,casual,hoodie,cargos,boots,slim,warm,lounge,windbreaker,0.5
burgundy,yellow,navy,casual,long_sleeve,carpenter_pants,chunky_sneakers,regular,cold,party,leather_jacket,0.5
gold,cream,grey,vintage,long_sleeve,track_pants,derbies,regular,freezing,gym,varsity_jacket,0.0
navy,navy,yellow,formal,oxford,cargos,sandals,oversized,hot,university,overcoat,0.0
beige,burgundy,beige,minimal,sweatshirt,chinos,loafers,cropped,mild,university,denim_jacket,0.55
cream,green,white,formal,dress_shirt,sweatpants,boots,oversized,warm,travel,parka,0.0
green,beige,grey,gorpcore,sweatshirt,pleated_trousers,chelsea_boots,cropped,warm,business,trench,0.5
gold,green,cream,athleisure,long_sleeve,shorts,loafers,oversized,warm,travel,denim_jacket,0.5
gold,gold,gold,formal,polo,shorts,running_shoes,skinny,cold,club,blazer,0.0
cream,grey,green,formal,graphic_tee,swim_shorts,chelsea_boots,skinny,warm,club,overcoat,0.0
charcoal,green,blue,old_money,tee,trousers,sandals,regular,hot,club,trench,0.25
green,navy,black,smart_casual,polo,carpenter_pants,running_shoes,relaxed,cold,travel,parka,0.5
gold,silver,brown,old_money,overshirt,swim_shorts,running_shoes,slim,mild,gym,none,0.25
navy,silver,blue,minimal,dress_shirt,jeans,running_shoes,oversized,hot,party,trench,0.25
brown,green,green,old_money,overshirt,trousers,boots,skinny,cold,party,suit_jacket,0.5
olive,brown,red,casual,polo,pleated_trousers,sneakers,relaxed,cold,party,suit_jacket,0.5
burgundy,red,olive,minimal,overshirt,sweatpants,boots,skinny,cold,university,bomber,0.5
burgundy,beige,green,streetwear,tee,pleated_trousers,boots,oversized,hot,date,varsity_jacket,0.25
grey,blue,navy,gorpcore,henley,sweatpants,chelsea_boots,oversized,warm,date,peacoat,0.5
white,black,white,gorpcore,henley,trousers,chelsea_boots,relaxed,hot,gym,parka,0.0
beige,brown,brown,smart_casual,cardigan,track_pants,running_shoes,relaxed,cold,travel,bomber,0.5
black,gold,red,minimal,turtleneck,track_pants,chelsea_boots,cropped,freezing,travel,windbreaker,0.5
olive,gold,black,vintage,cardigan,pleated_trousers,chelsea_boots,regular,cold,lounge,none,0.5
charcoal,red,red,old_money,henley,joggers,chunky_sneakers,oversized,hot,club,trench,0.25
cream,yellow,black,smart_casual,sweater,joggers,loafers,oversized,cold,club,trench,0.5
olive,yellow,olive,vintage,sweatshirt,sweatpants,loafers,slim,warm,business,overcoat,0.0
silver,silver,olive,athleisure,sweater,track_pants,slides,slim,cold,gym,suit_jacket,0.5
cream,beige,white,minimal,dress_shirt,shorts,sandals,slim,mild,date,none,0.5
gold,yellow,blue,formal,hoodie,trousers,sandals,skinny,warm,university,gilet,0.0
brown,navy,charcoal,minimal,graphic_tee,carpenter_pants,chunky_sneakers,slim,cold,university,gilet,0.5
red,brown,olive,gorpcore,cardigan,swim_shorts,boots,relaxed,hot,party,bomber,0.25
white,white,charcoal,formal,polo,cargos,chunky_sneakers,regular,freezing,club,puffer,0.0
charcoal,grey,black,gorpcore,cardigan,cargos,chunky_sneakers,skinny,warm,lounge,gilet,0.6
grey,burgundy,charcoal,streetwear,hoodie,joggers,chunky_sneakers,slim,mild,travel,suit_jacket,0.5
yellow,charcoal,white,athleisure,cardigan,carpenter_pants,derbies,slim,freezing,party,bomber,0.5
blue,burgundy,navy,streetwear,graphic_tee,cargos,derbies,oversized,freezing,business,parka,0.0
burgundy,green,red,athleisure,sweatshirt,swim_shorts,chelsea_boots,relaxed,cold,lounge,denim_jacket,0.5
olive,gold,navy,athleisure,long_sleeve,joggers,loafers,oversized,freezing,gym,puffer,0.0
charcoal,blue,black,gorpcore,henley,track_pants,running_shoes,relaxed,cold,travel,suit_jacket,0.5
silver,green,olive,minimal,polo,trousers,sneakers,oversized,cold,party,gilet,0.5
grey,brown,navy,old_money,hoodie,carpenter_pants,sneakers,skinny,cold,gym,overcoat,0.0
red,grey,olive,old_money,dress_shirt,joggers,derbies,relaxed,freezing,date,gilet,0.1
brown,silver,black,casual,dress_shirt,joggers,boots,relaxed,cold,lounge,blazer,0.5
grey,burgundy,yellow,casual,hoodie,pleated_trousers,running_shoes,slim,freezing,gym,gilet,0.0
black,white,white,athleisure,oxford,track_pants,loafers,oversized,freezing,date,none,0.2
charcoal,burgundy,grey,minimal,overshirt,swim_shorts,running_shoes,cropped,mild,gym,varsity_jacket,0.25
brown,black,blue,formal,oxford,joggers,slides,cropped,warm,university,trench,0.0
gold,beige,blue,athleisure,oxford,pleated_trousers,chunky_sneakers,regular,freezing,date,denim_jacket,0.5
silver,cream,charcoal,athleisure,tee,joggers,boots,skinny,cold,party,trench,0.4
blue,green,olive,old_money,dress_shirt,sweatpants,slides,skinny,mild,travel,blazer,0.15
cream,blue,blue,formal,cardigan,shorts,chelsea_boots,cropped,freezing,lounge,peacoat,0.0
burgundy,charcoal,navy,formal,sweater,track_pants,loafers,regular,mild,lounge,puffer,0.5
grey,charcoal,navy,athleisure,polo,pleated_trousers,boots,oversized,cold,gym,varsity_jacket,0.0
charcoal,red,charcoal,formal,graphic_tee,jeans,loafers,relaxed,hot,club,blazer,0.05500000000000001
brown,green,olive,gorpcore,long_sleeve,sweatpants,loafers,cropped,mild,business,none,0.0
charcoal,grey,brown,minimal,dress_shirt,shorts,boots,slim,warm,party,varsity_jacket,0.5
navy,yellow,cream,vintage,sweater,pleated_trousers,sandals,regular,warm,gym,windbreaker,0.25
burgundy,brown,grey,casual,long_sleeve,carpenter_pants,derbies,regular,freezing,university,trench,0.5
silver,gold,charcoal,old_money,polo,joggers,loafers,relaxed,cold,travel,leather_jacket,0.5
beige,red,black,casual,turtleneck,swim_shorts,derbies,cropped,cold,travel,parka,0.5
silver,blue,brown,old_money,cardigan,jeans,running_shoes,cropped,warm,lounge,varsity_jacket,0.5
cream,brown,yellow,streetwear,long_sleeve,chinos,chelsea_boots,oversized,warm,university,bomber,0.5
red,brown,silver,old_money,long_sleeve,joggers,sneakers,skinny,cold,lounge,puffer,0.4
burgundy,blue,blue,formal,sweatshirt,sweatpants,chelsea_boots,oversized,mild,club,trench,0.0
blue,olive,burgundy,vintage,tee,joggers,loafers,slim,warm,travel,overcoat,0.5
green,white,brown,athleisure,turtleneck,pleated_trousers,boots,slim,hot,travel,none,0.5
grey,blue,green,casual,tee,trousers,running_shoes,skinny,warm,club,varsity_jacket,0.5
navy,white,navy,gorpcore,sweatshirt,cargos,derbies,slim,cold,business,gilet,0.0
brown,brown,white,minimal,flannel,trousers,boots,relaxed,hot,business,denim_jacket,0.25
burgundy,cream,gold,vintage,polo,chinos,sandals,slim,cold,gym,gilet,0.1
grey,yellow,blue,minimal,graphic_tee,cargos,chelsea_boots,regular,freezing,gym,blazer,0.0
gold,cream,silver,old_money,dress_shirt,cargos,chunky_sneakers,regular,freezing,club,trench,0.25
silver,grey,navy,casual,polo,carpenter_pants,derbies,skinny,mild,date,puffer,0.5
silver,brown,gold,athleisure,turtleneck,jeans,loafers,slim,hot,gym,overcoat,0.0
charcoal,charcoal,brown,formal,graphic_tee,jeans,loafers,skinny,cold,date,leather_jacket,0.05
green,green,red,smart_casual,overshirt,carpenter_pants,loafers,relaxed,cold,university,peacoat,0.5
navy,olive,red,vintage,overshirt,swim_shorts,boots,cropped,cold,party,windbreaker,0.5
cream,burgundy,white,casual,graphic_tee,carpenter_pants,loafers,regular,hot,date,suit_jacket,0.25
black,navy,gold,gorpcore,polo,jeans,slides,regular,freezing,date,trench,0.5
olive,grey,burgundy,gorpcore,henley,carpenter_pants,chunky_sneakers,regular,cold,university,varsity_jacket,0.6
brown,white,green,vintage,long_sleeve,chinos,loafers,slim,warm,university,windbreaker,0.5
black,beige,cream,minimal,overshirt,sweatpants,chunky_sneakers,relaxed,hot,university,blazer,0.1
white,navy,yellow,vintage,cardigan,carpenter_pants,sneakers,skinny,hot,lounge,leather_jacket,0.25
black,navy,burgundy,vintage,henley,chinos,chelsea_boots,cropped,cold,business,gilet,0.5
white,yellow,olive,minimal,overshirt,sweatpants,chunky_sneakers,cropped,warm,gym,suit_jacket,0.25
red,cream,gold,old_money,sweatshirt,jeans,loafers,relaxed,hot,gym,none,0.0
red,white,blue,casual,overshirt,carpenter_pants,running_shoes,regular,warm,club,overcoat,0.5
gold,blue,beige,minimal,henley,jeans,derbies,oversized,warm,university,bomber,0.5
white,red,yellow,streetwear,tee,jeans,loafers,slim,freezing,gym,parka,0.0
brown,brown,black,formal,dress_shirt,chinos,slides,skinny,freezing,business,suit_jacket,0.0
red,navy,white,athleisure,polo,cargos,sandals,slim,freezing,party,trench,0.5
yellow,green,red,vintage,sweater,joggers,sneakers,slim,mild,gym,overcoat,0.25
navy,red,blue,streetwear,sweater,shorts,sneakers,cropped,freezing,university,suit_jacket,0.0
brown,cream,gold,casual,sweater,pleated_trousers,derbies,slim,mild,travel,none,0.5
beige,yellow,beige,old_money,long_sleeve,track_pants,sandals,oversized,freezing,gym,puffer,0.44000000000000006
brown,burgundy,yellow,vintage,hoodie,jeans,boots,skinny,mild,date,gilet,0.5
cream,gold,charcoal,minimal,henley,cargos,boots,oversized,mild,date,blazer,0.5
black,yellow,olive,athleisure,henley,sweatpants,slides,slim,mild,lounge,gilet,0.5
gold,charcoal,blue,smart_casual,graphic_tee,pleated_trousers,derbies,relaxed,mild,date,none,0.5
brown,navy,cream,smart_casual,dress_shirt,chinos,chelsea_boots,slim,cold,party,gilet,0.5
olive,green,blue,smart_casual,cardigan,trousers,running_shoes,oversized,freezing,club,leather_jacket,0.5
burgundy,grey,yellow,casual,sweater,chinos,boots,slim,freezing,gym,varsity_jacket,0.0
red,olive,grey,old_money,overshirt,track_pants,loafers,relaxed,cold,business,none,0.4
black,white,beige,gorpcore,oxford,trousers,chunky_sneakers,oversized,hot,date,none,0.5
black,brown,green,smart_casual,henley,joggers,sandals,slim,freezing,date,trench,0.5
gold,charcoal,cream,streetwear,tee,trousers,sneakers,cropped,freezing,date,blazer,0.5
brown,brown,silver,formal,tee,trousers,chelsea_boots,regular,mild,travel,peacoat,0.5
gold,green,white,formal,polo,joggers,sneakers,relaxed,mild,gym,parka,0.0
white,silver,brown,athleisure,flannel,jeans,sneakers,relaxed,cold,travel,bomber,0.35
grey,grey,black,smart_casual,polo,shorts,chunky_sneakers,relaxed,freezing,party,none,0.0
white,red,charcoal,gorpcore,polo,track_pants,running_shoes,cropped,cold,travel,leather_jacket,0.5
gold,white,gold,old_money,flannel,cargos,chunky_sneakers,oversized,cold,gym,puffer,0.0
black,red,cream,smart_casual,graphic_tee,sweatpants,chunky_sneakers,relaxed,hot,party,peacoat,0.1
white,navy,grey,gorpcore,tee,jeans,slides,slim,cold,club,blazer,0.5
olive,gold,blue,streetwear,cardigan,joggers,chunky_sneakers,slim,freezing,date,parka,0.65
charcoal,yellow,olive,smart_casual,tee,trousers,chunky_sneakers,slim,freezing,university,leather_jacket,0.5
cream,gold,cream,vintage,oxford,joggers,loafers,oversized,hot,lounge,puffer,0.275
brown,cream,yellow,minimal,hoodie,trousers,slides,slim,mild,club,blazer,0.5
silver,green,gold,formal,oxford,trousers,loafers,regular,freezing,party,none,0.2
blue,olive,silver,formal,oxford,cargos,sneakers,oversized,mild,gym,none,0.0
yellow,black,gold,minimal,turtleneck,cargos,boots,regular,cold,club,windbreaker,0.5
green,gold,white,gorpcore,graphic_tee,sweatpants,derbies,regular,warm,date,trench,0.5
gold,cream,cream,smart_casual,tee,chinos,chelsea_boots,cropped,cold,university,varsity_jacket,0.5
red,grey,burgundy,formal,sweater,shorts,derbies,regular,cold,business,denim_jacket,0.0
green,yellow,navy,gorpcore,dress_shirt,carpenter_pants,chelsea_boots,oversized,cold,business,parka,0.39999999999999997
brown,navy,beige,athleisure,sweater,chinos,chelsea_boots,relaxed,warm,travel,bomber,0.5
grey,cream,silver,gorpcore,cardigan,chinos,slides,relaxed,mild,university,trench,0.5
gold,black,black,gorpcore,dress_shirt,joggers,loafers,regular,mild,party,peacoat,0.3
silver,gold,white,athleisure,long_sleeve,sweatpants,boots,regular,warm,date,windbreaker,0.5
green,silver,gold,casual,polo,cargos,boots,skinny,warm,travel,denim_jacket,0.5
yellow,red,navy,smart_casual,flannel,sweatpants,loafers,skinny,warm,date,peacoat,0.5
green,charcoal,charcoal,formal,dress_shirt,cargos,loafers,skinny,hot,lounge,suit_jacket,0.0
red,red,blue,formal,sweater,joggers,loafers,oversized,hot,date,peacoat,0.0
white,grey,beige,gorpcore,sweater,swim_shorts,derbies,slim,hot,university,puffer,0.35
grey,black,silver,streetwear,overshirt,shorts,sandals,regular,freezing,club,varsity_jacket,0.0
yellow,white,yellow,casual,dress_shirt,joggers,loafers,oversized,cold,party,denim_jacket,0.55
silver,olive,blue,formal,henley,carpenter_pants,derbies,regular,hot,lounge,gilet,0.5
red,burgundy,yellow,formal,cardigan,chinos,loafers,relaxed,hot,university,gilet,0.5
brown,blue,cream,smart_casual,turtleneck,pleated_trousers,boots,cropped,freezing,date,parka,0.65
blue,red,blue,gorpcore,overshirt,chinos,loafers,slim,mild,club,suit_jacket,0.33
cream,brown,cream,old_money,tee,trousers,loafers,skinny,mild,lounge,suit_jacket,0.55
white,white,red,minimal,sweater,sweatpants,sandals,relaxed,hot,date,overcoat,0.1
navy,burgundy,red,smart_casual,long_sleeve,pleated_trousers,chelsea_boots,oversized,mild,business,parka,0.5
grey,cream,grey,casual,sweatshirt,shorts,derbies,slim,warm,travel,windbreaker,0.55
navy,cream,black,old_money,flannel,carpenter_pants,running_shoes,oversized,warm,gym,bomber,0.25
navy,blue,brown,casual,dress_shirt,trousers,chunky_sneakers,slim,freezing,travel,windbreaker,0.5
navy,yellow,white,smart_casual,tee,track_pants,boots,slim,cold,university,windbreaker,0.5
olive,beige,white,streetwear,dress_shirt,shorts,running_shoes,cropped,mild,party,trench,0.5
cream,gold,silver,vintage,sweater,track_pants,sandals,regular,warm,business,overcoat,0.0
blue,burgundy,red,gorpcore,hoodie,sweatpants,running_shoes,relaxed,freezing,university,leather_jacket,0.5
green,olive,green,minimal,long_sleeve,pleated_trousers,slides,slim,mild,club,peacoat,0.55
grey,silver,cream,old_money,long_sleeve,sweatpants,loafers,cropped,warm,gym,leather_jacket,0.0
white,cream,charcoal,casual,tee,shorts,derbies,slim,warm,gym,peacoat,0.0
white,red,gold,athleisure,flannel,joggers,running_shoes,cropped,warm,club,puffer,0.5
green,blue,blue,formal,dress_shirt,shorts,running_shoes,cropped,mild,business,bomber,0.0
silver,beige,beige,athleisure,turtleneck,chinos,loafers,regular,mild,club,bomber,0.5
gold,brown,blue,vintage,cardigan,sweatpants,running_shoes,cropped,cold,gym,varsity_jacket,0.25
white,silver,charcoal,formal,polo,sweatpants,derbies,skinny,cold,business,varsity_jacket,0.0
navy,gold,burgundy,minimal,flannel,pleated_trousers,chelsea_boots,slim,freezing,date,leather_jacket,0.5
navy,silver,yellow,minimal,polo,shorts,chelsea_boots,skinny,hot,travel,suit_jacket,0.25
cream,black,beige,minimal,cardigan,shorts,chelsea_boots,cropped,hot,date,trench,0.25
grey,burgundy,navy,vintage,cardigan,jeans,sandals,oversized,mild,lounge,varsity_jacket,0.5
gold,gold,brown,casual,overshirt,trousers,boots,regular,hot,business,none,0.5
olive,white,black,casual,polo,trousers,sneakers,slim,hot,lounge,peacoat,0.25
blue,white,olive,casual,henley,joggers,loafers,skinny,hot,travel,denim_jacket,0.25
navy,brown,yellow,formal,henley,pleated_trousers,running_shoes,slim,cold,date,puffer,0.0
black,olive,silver,gorpcore,polo,joggers,running_shoes,skinny,warm,travel,gilet,0.5
white,charcoal,brown,smart_casual,tee,swim_shorts,slides,regular,warm,party,bomber,0.5
gold,red,navy,streetwear,oxford,shorts,loafers,relaxed,hot,business,peacoat,0.0
charcoal,black,navy,gorpcore,tee,track_pants,sneakers,cropped,cold,club,windbreaker,0.6
beige,cream,green,minimal,oxford,jeans,chelsea_boots,slim,warm,date,trench,0.5
silver,navy,olive,old_money,dress_shirt,swim_shorts,slides,slim,hot,date,leather_jacket,0.25
cream,brown,navy,minimal,tee,chinos,derbies,cropped,freezing,university,leather_jacket,0.5
olive,white,brown,casual,overshirt,shorts,sandals,cropped,cold,university,denim_jacket,0.5
olive,white,grey,streetwear,turtleneck,joggers,sneakers,cropped,freezing,party,leather_jacket,0.5
gold,charcoal,brown,streetwear,graphic_tee,swim_shorts,boots,regular,mild,travel,trench,0.5
navy,grey,green,athleisure,flannel,carpenter_pants,boots,regular,hot,gym,blazer,0.0
black,beige,blue,gorpcore,oxford,pleated_trousers,chunky_sneakers,cropped,hot,club,none,0.5
green,grey,blue,formal,long_sleeve,cargos,chunky_sneakers,regular,freezing,party,overcoat,0.0
charcoal,green,brown,casual,sweater,track_pants,chunky_sneakers,oversized,hot,university,leather_jacket,0.25
olive,brown,cream,gorpcore,long_sleeve,shorts,loafers,skinny,hot,gym,windbreaker,0.0
blue,black,yellow,casual,overshirt,chinos,boots,cropped,warm,business,puffer,0.5
olive,grey,grey,formal,flannel,trousers,sneakers,regular,hot,date,blazer,0.25
charcoal,white,yellow,vintage,tee,joggers,derbies,regular,freezing,club,suit_jacket,0.5
beige,beige,olive,vintage,tee,joggers,slides,cropped,cold,travel,parka,0.5
cream,black,beige,formal,hoodie,jeans,boots,slim,mild,party,gilet,0.05
red,burgundy,navy,casual,graphic_tee,jeans,sneakers,cropped,cold,business,peacoat,0.05
gold,navy,green,smart_casual,dress_shirt,shorts,chunky_sneakers,relaxed,freezing,lounge,bomber,0.0
blue,charcoal,yellow,formal,hoodie,sweatpants,chunky_sneakers,oversized,freezing,travel,leather_jacket,0.0
silver,brown,white,smart_casual,sweatshirt,pleated_trousers,sneakers,oversized,freezing,party,overcoat,0.65
grey,green,yellow,gorpcore,turtleneck,trousers,sandals,relaxed,cold,club,windbreaker,0.6
red,yellow,silver,gorpcore,cardigan,jeans,sneakers,regular,freezing,gym,overcoat,0.1
gold,white,gold,formal,cardigan,track_pants,slides,cropped,mild,travel,varsity_jacket,0.0
grey,cream,grey,old_money,oxford,trousers,chunky_sneakers,skinny,cold,travel,suit_jacket,0.55
silver,silver,olive,vintage,turtleneck,sweatpants,slides,relaxed,freezing,travel,varsity_jacket,0.5
black,yellow,silver,athleisure,sweater,swim_shorts,chelsea_boots,oversized,freezing,club,leather_jacket,0.0
blue,white,charcoal,vintage,tee,joggers,sandals,oversized,hot,club,bomber,0.25
charcoal,green,navy,formal,henley,joggers,chelsea_boots,cropped,hot,date,peacoat,0.0
olive,gold,navy,vintage,tee,carpenter_pants,derbies,oversized,freezing,club,gilet,0.2
navy,grey,green,casual,tee,trousers,sandals,regular,freezing,university,blazer,0.5
red,black,charcoal,casual,overshirt,trousers,loafers,slim,freezing,lounge,windbreaker,0.5
navy,navy,gold,casual,oxford,shorts,sandals,cropped,warm,travel,leather_jacket,0.5
green,red,grey,athleisure,turtleneck,jeans,sandals,slim,cold,party,parka,0.35
green,gold,green,streetwear,overshirt,trousers,boots,relaxed,hot,gym,peacoat,0.0
beige,black,brown,old_money,overshirt,cargos,chelsea_boots,relaxed,freezing,lounge,overcoat,0.16000000000000003
blue,beige,blue,formal,turtleneck,jeans,chelsea_boots,relaxed,cold,party,denim_jacket,0.55
brown,olive,green,gorpcore,dress_shirt,carpenter_pants,sandals,relaxed,hot,business,puffer,0.0
gold,red,brown,athleisure,cardigan,track_pants,boots,skinny,mild,party,varsity_jacket,0.4
gold,olive,grey,minimal,sweatshirt,swim_shorts,derbies,oversized,warm,travel,trench,0.5
green,green,grey,streetwear,turtleneck,cargos,chelsea_boots,skinny,freezing,university,overcoat,0.65
grey,charcoal,charcoal,streetwear,overshirt,jeans,slides,skinny,mild,date,suit_jacket,0.5
burgundy,gold,silver,gorpcore,henley,swim_shorts,chunky_sneakers,slim,cold,lounge,suit_jacket,0.5
cream,navy,grey,formal,sweater,carpenter_pants,sneakers,regular,freezing,gym,leather_jacket,0.25
silver,cream,gold,minimal,overshirt,trousers,chunky_sneakers,oversized,hot,party,puffer,0.25
yellow,grey,red,minimal,hoodie,shorts,chunky_sneakers,cropped,warm,university,none,0.5
olive,silver,gold,formal,cardigan,swim_shorts,sandals,oversized,mild,lounge,blazer,0.0
gold,cream,gold,minimal,dress_shirt,carpenter_pants,slides,skinny,cold,university,denim_jacket,0.55
charcoal,cream,grey,streetwear,hoodie,swim_shorts,sneakers,relaxed,hot,party,puffer,0.25
yellow,gold,cream,gorpcore,graphic_tee,jeans,slides,relaxed,hot,lounge,bomber,0.25
green,white,burgundy,minimal,flannel,jeans,loafers,slim,hot,gym,puffer,0.0
red,gold,silver,minimal,oxford,cargos,boots,relaxed,mild,party,puffer,0.5
red,silver,brown,vintage,graphic_tee,trousers,chunky_sneakers,relaxed,freezing,lounge,peacoat,0.5
white,blue,charcoal,vintage,henley,sweatpants,sandals,oversized,mild,club,overcoat,0.5
brown,cream,silver,formal,polo,chinos,chelsea_boots,cropped,warm,party,puffer,0.5
charcoal,red,cream,smart_casual,turtleneck,pleated_trousers,slides,cropped,freezing,business,peacoat,0.0
gold,silver,red,athleisure,tee,trousers,chunky_sneakers,cropped,warm,party,varsity_jacket,0.35
white,green,brown,formal,polo,joggers,chelsea_boots,cropped,cold,university,none,0.0
red,olive,black,gorpcore,graphic_tee,track_pants,chunky_sneakers,cropped,warm,travel,peacoat,0.5
yellow,olive,silver,gorpcore,overshirt,carpenter_pants,running_shoes,skinny,mild,gym,leather_jacket,0.35
green,charcoal,gold,minimal,sweatshirt,jeans,loafers,slim,mild,gym,windbreaker,0.0
silver,brown,yellow,old_money,tee,cargos,sneakers,cropped,warm,university,overcoat,0.25
navy,grey,olive,gorpcore,tee,cargos,running_shoes,cropped,cold,travel,none,0.6
red,brown,navy,athleisure,sweatshirt,cargos,boots,slim,warm,lounge,windbreaker,0.5
charcoal,green,green,casual,turtleneck,jeans,boots,skinny,freezing,club,windbreaker,0.5
black,charcoal,navy,vintage,polo,chinos,slides,relaxed,warm,business,trench,0.0
